"","id","neighborhood","city","type","Elevation","Latitude","Longitude"
"969","KWAIROND2","Port Townsend","Irondale","Netatmo","0 ft",48.05924606,-122.77574921
"970","KWAISSAQ100","Bellevue","Issaquah","Ambient Weather WS-1001-WiFi (Wireless)","424 ft",47.56882095,-122.11436462
"971","KWAISSAQ101","Montreux","Issaquah","AcuRite Pro Weather Center","810 ft",47.55150604,-122.09682465
"972","KWAISSAQ16","Grand Ridge","Issaquah","other","938 ft",47.54368591,-121.97828674
"973","KWAISSAQ24","Tiger LZ","Issaquah","Davis Vantage Vue (Wireless)","187 ft",47.50168228,-122.02218628
"974","KWAISSAQ25","Tiger Mt North Launch","Issaquah","Davis Vantage Pro2 Plus (Wireless)",NA,NA,NA
"975","KWAISSAQ26","Issaquah-Lake Sammamish (SO)","Issaquah","","42 ft",47.55250168,-122.06469727
"976","KWAISSAQ27","High Point","Issaquah","Davis Vantage Pro2 (Wireless)","1073 ft",47.54613876,-121.96615601
"977","KWAISSAQ28","Southeast 155th Place","Issaquah","Netatmo","544 ft",47.46236038,-122.00737762
"978","KWAISSAQ34","Tiger Mountain Family Nudist Park","Issaquah","AcuRite Pro Weather Center",NA,NA,NA
"979","KWAISSAQ40","Olde Town Issaquah","Issaquah","Ambient Weather WS-1200-IP (Wireless)","174 ft",47.52708817,-122.03027344
"980","KWAISSAQ43","Issaquah Highlands","Issaquah","Netatmo","787 ft",47.54734802,-121.99594879
"981","KWAISSAQ47","Talus","Issaquah","Netatmo","492 ft",47.53194427,-122.07248688
"982","KWAISSAQ5","Base of Tiger Mtn.","Issaquah","Davis Vantage Vue (Wireless)","350 ft",47.47909164,-122.02059937
"983","KWAISSAQ50","Southeast 28th Court","Issaquah","Netatmo","383 ft",47.58301544,-121.9718399
"984","KWAISSAQ52","Issaquah Highlands","Issaquah","Netatmo","803 ft",47.55091858,-121.99601746
"985","KWAISSAQ54","High Valley","Issaquah","Ambient Weather WS-1001-WiFi (Wireless)","837 ft",47.49113464,-122.06130981
"986","KWAISSAQ55","The Woods","Issaquah","other","187 ft",47.53866577,-122.05502319
"987","KWAISSAQ6","Mine Hill","Issaquah","Davis Vantage Vue (Wireless)","160 ft",47.52305603,-122.03888702
"988","KWAISSAQ60","Klahanie","Issaquah","AcuRite Pro Weather Center","469 ft",47.56860352,-122.00186157
"989","KWAISSAQ61","High Valley","Issaquah","Ambient Weather WS-1001-WiFi (Wireless)","1050 ft",47.4958992,-122.06391144
"990","KWAISSAQ63","Olde Town","Issaquah","Netatmo","111 ft",47.53136444,-122.03069305
"991","KWAISSAQ65","Klahanie-Summit Division","Issaquah","AcuRite Pro Weather Center","463 ft",47.56651688,-122.01753998
"992","KWAISSAQ66","Squak Mountain","Issaquah","Netatmo","1043 ft",47.51768494,-122.05594635
"993","KWAISSAQ69","Southeast 133rd Street","Issaquah","Netatmo","580 ft",47.48331833,-122.01410675
"994","KWAISSAQ71","Aldarra Golf Club","Issaquah","AcuRite Pro Weather Center","118 ft",47.58498383,-121.95414734
"995","KWAISSAQ73","Monohan Park","Issaquah","other","128 ft",47.57455826,-122.06868744
"996","KWAISSAQ75","Alpine Estates - Above High Valley","Issaquah","Ambient Weather WS-1000 (Wireless)","1322 ft",47.49916077,-122.06050873
"997","KWAISSAQ76","Tiger Mountain","Issaquah","Davis Vantage Pro2 (Cabled)","978 ft",47.48316956,-121.99983215
"998","KWAISSAQ77","246th Place Southeast","Issaquah","Netatmo","0 ft",47.45156479,-122.01215363
"999","KWAISSAQ78","Tiger Mountain - 850 ft","Issaquah","Davis Vantage Pro2 (Wireless)","846 ft",47.47052765,-121.99211121
"1000","KWAISSAQ80","Issaquah","Issaquah","Netatmo","0 ft",47.55227661,-122.00140381
"1001","KWAISSAQ81","Cedar Grove","Issaquah","AcuRite Pro Weather Center","331 ft",47.46809006,-122.02287292
"1002","KWAISSAQ82","Issaquah Highlands","Issaquah","AcuRite Pro Weather Center","965 ft",47.54090881,-121.99542999
"1003","KWAISSAQ85","Klahanie","Issaquah","AcuRite Pro Weather Center","440 ft",47.57456589,-122.01322174
"1004","KWAISSAQ89","High Valley (SW view ridge)","Issaquah","AcuRite Pro Weather Center","837 ft",47.49168015,-122.0667572
"1005","KWAISSAQ91","Issaquah","Issaquah","Netatmo","0 ft",47.56155014,-122.01599884
"1006","KWAISSAQ92","Tiger Mountain","Issaquah","Ambient Weather WS-1001-WiFi (Wireless)","980 ft",47.47122574,-121.98061371
"1007","KWAISSAQ94","Issaquah","Issaquah","Netatmo","0 ft",47.5326004,-122.07268524
"1008","KWAISSAQ95","Alpine Estates - The Woodlands II","Issaquah","Texas Instruments WLS-8000","1345 ft",47.50100708,-122.06801605
"1009","KWAISSAQ98","Issaquah Highlands","Issaquah","AcuRite Pro Weather Center","895 ft",47.54110336,-121.99702454
"1010","KWAISSAQ99","Talus - Aliante","Issaquah","AcuRite Pro Weather Center","425 ft",47.53982544,-122.07176971
"1011","KWAKALAM10","China Garden Weather","Kalama","Davis Vantage Pro2 (Wireless)","886 ft",46.00269318,-122.80299377
"1012","KWAKALAM12","green mtn rd @ 1,350ft","Kalama","Davis Vantage Pro2 (Cabled)","1350 ft",45.97993088,-122.77483368
"1013","KWAKALAM15","North Kalama","Kalama","Davis Vantage Pro2 (Wireless)","72 ft",46.02792358,-122.84751129
"1014","KWAKALAM18","Lower Green Mountain","Kalama","Ambient Weather WS-1001-WiFi (Wireless)","418 ft",45.98332596,-122.80828857
"1015","KWAKALAM19","San Gabriel Ct","Kalama","AcuRite Pro Weather Center","460 ft",46.01569748,-122.83960724
"1016","KWAKALAM20","Columbia Terrace Estates","Kalama","AcuRite Pro Weather Center","108 ft",46.0271225,-122.84526062
"1017","KWAKALAM3","Docmarv Kalama Weather","Kalama","Davis Vantage Pro II 6153","855 ft",45.98213959,-122.79306793
"1018","KWAKALAM5","Karno@Kalama","Kalama","Davis Vantage Vue (Wireless)","550 ft",46.00627136,-122.8264389
"1019","KWAKALAM9","JaegerNeighbor","Kalama","Davis Vantage PRO2","628 ft",45.992733,-122.80233002
"1020","KWAKELSO11","kelso north 4th","Kelso","Oregon Scientific Professional Weather Center","30 ft",46.12850189,-122.91220856
"1021","KWAKELSO12","Kelso","Kelso","AcuRite Pro Weather Center","23 ft",46.15826797,-122.90851593
"1022","KWAKELSO15","Owl Creek Court","Kelso","Netatmo","423 ft",46.1068306,-122.84242249
"1023","KWAKELSO20","The Portly Pony","Kelso","Davis Vantage Pro2 (Wireless)","1330 ft",46.07915115,-122.79277039
"1024","KWAKELSO27","Kool Road Cabin","Kelso","AcuRite Pro Weather Center","623 ft",46.07345963,-122.84034729
"1025","KWAKELSO28","Pleasant Hill Rd","Kelso","Ambient Weather WS-1001-WiFi (Wireless)","60 ft",46.22488785,-122.89346313
"1026","KWAKENMO11","Arrowhead Point","Kenmore","AcuRite Pro Weather Center","3 ft",47.73855209,-122.26743317
"1027","KWAKENMO12","North end Lake Washington","Kenmore","Ambient Weather WS-1001-WiFi (Wireless)","469 ft",47.73570251,-122.23468018
"1028","KWAKENMO13","Northeast 167th Street","Kenmore","Netatmo","68 ft",47.74968719,-122.24599457
"1029","KWAKENMO17","Fireside Lane","Kenmore","AcuRite Pro Weather Center","279 ft",47.77587128,-122.26392365
"1030","KWAKENMO18","Central Arrowhead Point","Kenmore","AcuRite Pro Weather Center","49 ft",47.73762512,-122.26541138
"1031","KWAKENMO2","North of Lake Washington","Kenmore","Davis Vantage Pro 2 Plus","235 ft",47.77073288,-122.2658844
"1032","KWAKENMO21","Harbor Village Marina","Kenmore","Ambient Weather WS-2090 (Wireless)","13 ft",47.75556183,-122.26114655
"1033","KWAKENMO22","Kenmore Moorlands","Kenmore","Davis Vantage Pro2 (Cabled)","157 ft",47.7491188,-122.24053192
"1034","KWAKENMO23","73rd Avenue Northeast","Kenmore","Ambient Weather WS-1400-IP (Wireless)","449 ft",47.73605728,-122.24349976
"1035","KWAKENMO4","Northshore Utility District","Kenmore","Davis Vantage Pro 2","60 ft",47.76281738,-122.24848175
"1036","KWAKENMO6","Finn Hill","Kenmore","Davis Vantage Pro 2","440 ft",47.73503113,-122.23231506
"1037","KWAKENMO9","North of lake on hill","Kenmore","","262 ft",47.76390457,-122.25570679
"1038","KWAKENNE10","KD7KJJ - EAST KENNEWICK","KENNEWICK","ZEPHYR INSTRUMENTS","400 ft",46.19879913,-119.10172272
"1039","KWAKENNE15","South Kennewick","Kennewick","Davis Vantage Vue� (Wireless))","577 ft",46.17481613,-119.14240265
"1040","KWAKENNE18","Kennewick-Metaline","Kennewick","","511 ft",46.21829987,-119.20149994
"1041","KWAKENNE22","Valley Vista","Kennewick","Ambient Weather WS-1400-IP (Wireless)","1263 ft",46.15984344,-119.2881012
"1042","KWAKENNE28","West 46th Avenue","Kennewick","Netatmo","616 ft",46.16757965,-119.14029694
"1043","KWAKENNE31","Kamiakin","Kennewick","Ambient Weather WS-1400-IP (Wireless)","482 ft",46.2202034,-119.1740036
"1044","KWAKENNE32","Lorayne J","Kennewick","AcuRite Pro Weather Center","538 ft",46.20303345,-119.26741028
"1045","KWAKENNE33","Beck Mountain","Kennewick","Ambient Weather WS-1001-WiFi (Wireless)","1978 ft",46.08259201,-119.16083527
"1046","KWAKENNE34","rolling hills","Kennewick","AcuRite Pro Weather Center",NA,NA,NA
"1047","KWAKENNE36","Finley","Kennewick","Davis Vantage Vue (Wireless)","377 ft",46.15000916,-119.02394104
"1048","KWAKENNE39","Rancho Reata","Kennewick","AcuRite Pro Weather Center","492 ft",46.20815277,-119.27901459
"1049","KWAKENNE40","SW Little Badger Mountain","Kennewick","Ambient Weather WS-1400-IP (Wireless)","804 ft",46.20013809,-119.29533386
"1050","KWAKENNE44","reata west","Kennewick","AcuRite Pro Weather Center","811 ft",46.20894241,-119.3478241
"1051","KWAKENNE45","Columbia Falls","Kennewick","AcuRite Pro Weather Center","433 ft",46.19348526,-119.13926697
"1052","KWAKENNE46","Riverview Heights","Kennewick","AcuRite Pro Weather Center","425 ft",46.19548798,-119.14229584
"1053","KWAKENNE48","Sunset Ridge","Kennewick","AcuRite Pro Weather Center","554 ft",46.21304703,-119.24355316
"1054","KWAKENNE51","finley wa.","Kennewick","other","1400 ft",46.19608688,-119.07097626
"1055","KWAKENNE52","Kellogg","Kennewick","AcuRite Pro Weather Center","540 ft",46.21047211,-119.20163727
"1056","KWAKENNE54","Vista View","Kennewick","AcuRite Pro Weather Center","994 ft",46.16779327,-119.27606964
"1057","KWAKENNE56","Finley","Kennewick","AcuRite Pro Weather Center","354 ft",46.14995956,-119.024086
"1058","KWAKENNE7","Horse Heaven Hills","Kennewick","Davis Vantage Pro2 Plus","874 ft",46.17073441,-119.17610168
"1059","KWAKENT16","Lake Meridian North","Kent","AcuRite Pro Weather Center","370 ft",47.37317276,-122.14762115
"1060","KWAKENT19","WinterWood Estates","Kent","Davis Vantage Pro2","500 ft",47.34711075,-122.08625793
"1061","KWAKENT24","Meridian Valley CC","Kent","Ambient Weather WS-1001-WiFi (Wireless)","373 ft",47.38119507,-122.15885162
"1062","KWAKENT25","Kent East Hill - GPM","Kent","Davis Vantage Pro 2","413 ft",47.34926605,-122.1785202
"1063","KWAKENT26","Remington Sub Div","Kent","Davis Vantage Pro2","545 ft",47.33794022,-122.07402802
"1064","KWAKENT27","Lower Scenic Hill","Kent","LaCrosse WS-2308",NA,NA,NA
"1065","KWAKENT36","Horseshoe Acres","Kent","Ambient Weather WS2080","46 ft",47.3651619,-122.22525787
"1066","KWAKENT39","Linda Highlands","Kent","AcuRite 01525","430 ft",47.42176819,-122.17048645
"1067","KWAKENT42","benson meadows east","Kent","AcuRite Pro Weather Center","456 ft",47.40470123,-122.19108582
"1068","KWAKENT43","Pennylane Farm","Kent","Davis Vantage Pro2 (Wireless)","407 ft",47.39188004,-122.14556885
"1069","KWAKENT46","Riverview","Kent","Ambient Weather WS-1400-IP (Wireless)","131 ft",47.40467834,-122.28308868
"1070","KWAKENT47","Green Tree Neighborhood","Kent","Tycon Power Systems ProWeatherStation","492 ft",47.40886307,-122.18013763
"1071","KWAKENT48","Kent-James &amp; Central","Kent","","36 ft",47.38610077,-122.23020172
"1072","KWAKENT49","Covington Sawyer","Kent","Davis Vantage Vue (Wireless)","413 ft",47.34935379,-122.11326599
"1073","KWAKENT52","Covington / Black Diamond","Kent","AcuRite Pro Weather Center","538 ft",47.34882736,-122.08023834
"1074","KWAKENT53","Cambridge East - Kent West Hill","Kent","Davis Vantage Vue (Wireless)","404 ft",47.36228561,-122.27761078
"1075","KWAKENT54","Canterra","Kent","other","394 ft",47.35168076,-122.1722641
"1076","KWAKENT56","Covington","Kent","Davis Vantage Vue (Wireless)","492 ft",47.34057236,-122.08834839
"1077","KWAKENT57","42nd Place South","Kent","Netatmo","62 ft",47.40641785,-122.28102875
"1078","KWAKENT58","Cambridge","Kent","AcuRite Pro Weather Center","377 ft",47.36483383,-122.27563477
"1079","KWAKENT59","Braun-Vermilion-David","Kent","AcuRite Pro Weather Center","501 ft",47.38471222,-122.18867493
"1080","KWAKENT64","Lake Morton-Berrydale","Kent","AcuRite Pro Weather Center","538 ft",47.32861328,-122.09181213
"1081","KWAKENT65","Homestead Acres","Kent","AcuRite Pro Weather Center","505 ft",47.34807587,-122.0717926
"1082","KWAKENT67","Wilson's Labratory","Kent","Davis Vantage Pro2 Plus (Wireless)","545 ft",47.41073608,-122.15079498
"1083","KWAKENT68","Oakdale / Clark Lake","Kent","AcuRite Pro Weather Center","482 ft",47.38988495,-122.17617035
"1084","KWAKENT69","Briere Lane","Kent","AcuRite Pro Weather Center","328 ft",47.39764404,-122.20610046
"1085","KWAKENT72","West Fenwick","Kent","AcuRite Pro Weather Center","285 ft",47.36741257,-122.28056335
"1086","KWAKENT73","Crest Airpark","Kent","AcuRite Pro Weather Center","348 ft",47.34232712,-122.10791016
"1087","KWAKENT76","Park Orchard, Kent East Hill","Kent","AcuRite Pro Weather Center","423 ft",47.39388657,-122.1987381
"1088","KWAKENT79","Homestead Acres","Kent","AcuRite Pro Weather Center","505 ft",47.35266113,-122.07754517
"1089","KWAKENT8","Jim-East Hill","Kent","Davis Vantage Pro2","436 ft",47.38000107,-122.19999695
"1090","KWAKENT80","Lake Meridian","Kent","AcuRite Pro Weather Center","428 ft",47.36714172,-122.14990997
"1091","KWAKENT81","Westridge Condo's","Kent","AcuRite Pro Weather Center","100 ft",47.38000107,-122.27698517
"1092","KWAKENT82","Springbrook","Kent","Ambient Weather WS-1001-WiFi (Wireless)","365 ft",47.42230225,-122.20635986
"1093","KWAKETTL2","Kettle Falls, WA","Kettle Falls","Davis Vantage Pro2 (Wireless)","1900 ft",48.49414062,-118.15778351
"1094","KWAKETTL5","Kettle Falls","Kettle Falls","Netatmo","0 ft",48.71048355,-118.1473465
"1095","KWAKEYPO2","Keyport, WA","Keyport","Davis Vantage Vue (Wireless)","46 ft",47.70377731,-122.63159943
"1096","KWAKINGS16","Hood Canal Dr NE","Kingston","Davis Vantage Pro 2/Webcam","0 ft",47.88208008,-122.57863617
"1097","KWAKINGS19","","Kingston","Davis Vantage Pro",NA,NA,NA
"1098","KWAKINGS20","resource ridge","Kingston","AcuRite Pro Weather Center","177 ft",47.81113052,-122.5694809
"1099","KWAKINGS21","Kingston/Eglon","Kingston","Netatmo Weather Station",NA,NA,NA
"1100","KWAKINGS22","Wild Gamble","Kingston","Oregon Scientific Professional Weather Center","39 ft",47.81616974,-122.57434082
"1101","KWAKINGS23","Neat Avenue Northeast","Kingston","Netatmo","137 ft",47.76072693,-122.48323059
"1102","KWAKINGS25","Old Hansville Road Northeast","Kingston","Netatmo",NA,NA,NA
"1103","KWAKINGS27","North Kingston","Kingston","AcuRite Pro Weather Center","299 ft",47.83312988,-122.52622223
"1104","KWAKINGS28","Ohio Avenue Northeast","Kingston","Netatmo","0 ft",47.80460739,-122.4889679
"1105","KWAKINGS3","Cliffside","Kingston","Davis VP2","70 ft",47.88050079,-122.57420349
"1106","KWAKINGS31","Harley Hill","Kingston","Ambient Weather WS-1400-IP (Wireless)","394 ft",47.80948257,-122.49162292
"1107","KWAKINGS32","Daparwood","Kingston","AcuRite Pro Weather Center","226 ft",47.81718063,-122.53826141
"1108","KWAKINGS34","North Kingston","Kingston","Ambient Weather WS-1001-WiFi (Wireless)","245 ft",47.8207016,-122.51738739
"1109","KWAKINGS39","Port Gamble S'Klallam Tribe","Kingston","other","85 ft",47.85272598,-122.56921387
"1110","KWAKINGS40","Cliffside","Kingston","AcuRite Pro Weather Center","256 ft",47.8762207,-122.56971741
"1111","KWAKINGS9","Kingston North","Kingston","Oregon Scientific Professional Weather Center","295 ft",47.83350372,-122.5271225
"1112","KWAKIRKL10","Kirkland Highlands","Kirkland","WMR968","301 ft",47.69274902,-122.19000244
"1113","KWAKIRKL101","Kingsgate","Kirkland","AcuRite Pro Weather Center","265 ft",47.73581314,-122.18013
"1114","KWAKIRKL102","Houghton","Kirkland","AcuRite Pro Weather Center","340 ft",47.6651001,-122.18865967
"1115","KWAKIRKL103","Finn Hill","Kirkland","Ambient Weather WS-1001-WiFi (Wireless)","361 ft",47.71315384,-122.2457428
"1116","KWAKIRKL11","Norway Hill Park","Kirkland","Oregon Scientific WMR968 (roof mount)","310 ft",47.73524094,-122.17880249
"1117","KWAKIRKL23","Motor Vessel Summer Wind on Lake Washington","Kirkland","Lacrosse Technology WS-2812U-IT","54 ft",47.72370529,-122.26115417
"1118","KWAKIRKL24","Central Houghton","Kirkland","Davis Vantage VUE ISS","345 ft",47.66083527,-122.19532776
"1119","KWAKIRKL28","West of Market","Kirkland","Davis Vantage Pro 2","110 ft",47.69403076,-122.21179962
"1120","KWAKIRKL29","South Rose Hill","KIRKLAND","AcuRite Pro Weather Center","509 ft",47.66807938,-122.16976929
"1121","KWAKIRKL33","Kirkland, Wa","Kirkland","Ambient Weather WS-2080A","233 ft",47.68569565,-122.190979
"1122","KWAKIRKL35","North Juanita-Little Finn Hill","Kirkland","Davis Vantage Pro2 (Wireless)",NA,NA,NA
"1123","KWAKIRKL36","Lake Washington Institute of Tech","Kirkland","Davis Vantage Pro2 (Wireless)","331 ft",47.70522308,-122.16714478
"1124","KWAKIRKL39","Holmes Point","Kirkland","Ambient Weather WS-1400-IP (Wireless)","131 ft",47.70500565,-122.24436188
"1125","KWAKIRKL40","North Rose Hill","Kirkland","Netatmo","269 ft",47.69419479,-122.17401886
"1126","KWAKIRKL43","Totem Lake","Kirkland","Netatmo","226 ft",47.70183945,-122.18628693
"1127","KWAKIRKL46","North Rose Hill","Kirkland","Ambient Weather WS-1400-IP (Wireless)","266 ft",47.69303513,-122.17394257
"1128","KWAKIRKL53","Holmes Point Dr","Kirkland","AcuRite Pro Weather Center","23 ft",47.71204758,-122.25498199
"1129","KWAKIRKL54","Kirkland Norkirk","Kirkland","Ambient Weather WS-1400-IP (Wireless)","171 ft",47.68507767,-122.19415283
"1130","KWAKIRKL55","Finn Hill","Kirkland","Ambient Weather WS-1400-IP (Wireless)","374 ft",47.71863556,-122.21788025
"1131","KWAKIRKL58","Market","Kirkland","Netatmo","131 ft",47.69070053,-122.21398163
"1132","KWAKIRKL6","Juanita","Kirkland","AcuRite Pro Weather Center","210 ft",47.70305634,-122.23805237
"1133","KWAKIRKL60","Willow - Rose Hill","Kirkland","Netatmo","134 ft",47.70855331,-122.1568985
"1134","KWAKIRKL62","West of Market","Kirkland","Netatmo Weather Station","131 ft",47.69070053,-122.21398163
"1135","KWAKIRKL63","Finn Hill Too","Kirkland","AcuRite Pro Weather Center","351 ft",47.71077347,-122.23597717
"1136","KWAKIRKL64","Kingsgate","Kirkland","Netatmo",NA,NA,NA
"1137","KWAKIRKL66","North Rose Hill","Kirkland","Netatmo","334 ft",47.69161987,-122.16545105
"1138","KWAKIRKL72","North Rose Hill","Kirkland","Netatmo","347 ft",47.68070602,-122.17140198
"1139","KWAKIRKL77","Juanita","Kirkland","Bloomsky","243 ft",47.70416641,-122.19890594
"1140","KWAKIRKL78","Norkirk","Kirkland","AcuRite Pro Weather Center","214 ft",47.68661499,-122.20150757
"1141","KWAKIRKL79","North Rosshill","Kirkland","Netatmo Weather Station","289 ft",47.69150925,-122.17353058
"1142","KWAKIRKL8","North Rose Hill/NE 100th","Kirkland","Davis Vantage VUE","280 ft",47.689991,-122.18087769
"1143","KWAKIRKL81","Moss Bay","Kirkland","Netatmo","0 ft",47.67537308,-122.20088196
"1144","KWAKIRKL83","Inglewood-Finn Hill","Kirkland","other","479 ft",47.73210144,-122.2392807
"1145","KWAKIRKL84","Redmond","Kirkland","Netatmo","0 ft",47.7000351,-122.16059875
"1146","KWAKIRKL86","Kirkland","Kirkland","Netatmo","0 ft",47.66817474,-122.20568848
"1147","KWAKIRKL89","North Rose Hill near 85th","Kirkland","Netatmo Weather Station","338 ft",47.68111038,-122.17105103
"1148","KWAKIRKL90","North Rose Hill","Kirkland","Davis Vantage Pro2 Plus (Cabled)","279 ft",47.68732071,-122.18008423
"1149","KWAKIRKL93","Bridle Trails","Kirkland","Ambient Weather WS-1001-WiFi (Wireless)","479 ft",47.66363525,-122.16325378
"1150","KWAKIRKL94","Houghton","Kirkland","AcuRite Pro Weather Center","341 ft",47.65024185,-122.1973877
"1151","KWAKIRKL96","South Rose Hill","Kirkland","AcuRite Pro Weather Center","449 ft",47.67033386,-122.17895508
"1152","KWAKIRKL98","Holmes Point","Kirkland","Ambient Weather WS-1400-IP (Wireless)","80 ft",47.71187592,-122.25289917
"1153","KWALACEN10","North Clark County","La Center","AcuRite Pro Weather Center","633 ft",45.85826492,-122.58761597
"1154","KWALACEN11","Northeast 359th Street","La Center","Netatmo","0 ft",45.88072205,-122.55649567
"1155","KWALACEN16","Northridge Estates","La Center","AcuRite Pro Weather Center","840 ft",45.91902161,-122.60690308
"1156","KWALACEN18","Highland Acres","La Center","Ambient Weather WS-900-IP (Wireless)","760 ft",45.90553284,-122.6350708
"1157","KWALACEN2","Windyplace","La Center","Ambient Weather WS-1000 (Wireless)","315 ft",45.86347961,-122.64175415
"1158","KWALACEN3","La Center Weather","La Center","","167 ft",45.86430359,-122.67667389
"1159","KWALACEN4","View","LaCenter","Davis Instruments 6163 Vantage Pro 2 Plus","600 ft",45.86500168,-122.58916473
"1160","KWALACEN6","La center country living","La Center","Ambient Weather WS-1001-WiFi (Wireless)","722 ft",45.89867783,-122.69464874
"1161","KWALACEY1","Mill Pond Estates","Yelm","Davis Vantage Pro2","345 ft",46.93606949,-122.61425018
"1162","KWALACEY14","Amongst the Lakes of Lacey, Washington","Lacey","Ambient Weather WS-2090 (Wireless)","203 ft",47.03100586,-122.79235077
"1163","KWALACEY15","Shock","Lacey","AcuRite Pro Weather Center","185 ft",47.03082275,-122.80197144
"1164","KWALACEY18","15th Avenue Southeast","Lacey","Netatmo","206 ft",47.03290939,-122.81869507
"1165","KWALACEY19","Golden Eagle Loop Southeast","Lacey","Netatmo","164 ft",47.01430511,-122.74089813
"1166","KWALACEY29","Park Place","Lacey","AcuRite Pro Weather Center","200 ft",47.00861359,-122.81438446
"1167","KWALACEY32","Oxford Loop Southeast","Lacey","Netatmo","223 ft",47.01202011,-122.75908661
"1168","KWALACEY34","Westminster Estates","Lacey","Ambient Weather WS-1200-IP (Wireless)","138 ft",47.0574913,-122.81860352
"1169","KWALACEY35","Lakepointe","Lacey","Ambient Weather WS-1001-WiFi (Wireless)","197 ft",46.99526596,-122.79025269
"1170","KWALACEY36","Wonderwood Park/Brentwood area","Lacey","AcuRite Pro Weather Center","230 ft",47.01984406,-122.81250763
"1171","KWALACEY37","Kensington","Lacey","AcuRite Pro Weather Center","259 ft",47.00531769,-122.82611084
"1172","KWALACEY39","Lacey, WA - Montclair","Lacey","AcuRite Pro Weather Center","200 ft",47.0194397,-122.829422
"1173","KWALACEY6","Beautiful Downtown Lacey","Lacey","Davis Vantage Pro2","210 ft",47.0411644,-122.82771301
"1174","KWALACKA2","Home Port Marina","Lackawanna Beach","Rainwise MK-III","0 ft",47.66444397,-122.91366577
"1175","KWALACON3","SkagitBay","La Conner","AcuRite Pro Weather Center","75 ft",48.38890839,-122.53503418
"1176","KWALACON6","Shelter Bay","La Conner","AcuRite Pro Weather Center","13 ft",48.37836075,-122.51055908
"1177","KWALACRO2","Lacrosse-Hill St","LaCrosse","","1525 ft",46.81529999,-117.87390137
"1178","KWALAKEB12","East Herron Island","Lakebay","AcuRite Pro Weather Center","50 ft",47.2665329,-122.82940674
"1179","KWALAKEB6","Driftwood Point","Lakebay","AcuRite Pro Weather Center","36 ft",47.22185898,-122.72159576
"1180","KWALAKEB8","Von Geldern Cove","Lakebay","AcuRite Pro Weather Center",NA,NA,NA
"1181","KWALAKEF10","Lake Forest Park","Lake Forest Park","Ambient Weather WS-1001-WiFi (Wireless)","177 ft",47.75949478,-122.29186249
"1182","KWALAKEF13","North Lake Forest Park","Lake Forest Park","AcuRite Pro Weather Center","164 ft",47.76713943,-122.29449463
"1183","KWALAKEF14","LFP Moogleville","Lake Forest Park","Davis Vantage Pro2 (Cabled)","285 ft",47.76836777,-122.2881012
"1184","KWALAKEF4","Sheridan Beach","Lake Forest Park","Ambient Weather WS-1001-WiFi (Wireless)","23 ft",47.75166702,-122.2770462
"1185","KWALAKEF6","Lake Forest Park","Lake Forest Park","Davis Vantage Vue (Wireless)","341 ft",47.7610054,-122.27188873
"1186","KWALAKEF8","37th Avenue Northeast","Lake Forest Park","Netatmo","180 ft",47.74795151,-122.28829193
"1187","KWALAKEF9","Lake Forest Park","Lake Forest Park","AcuRite Pro Weather Center","367 ft",47.77205276,-122.28593445
"1188","KWALAKES12","","Lake Stevens","Davis Vantage PRO2","256 ft",48.02823257,-122.05960846
"1189","KWALAKES14","Green View Ridge","Lake Stevens","Davis Vantage Pro 2 Plus","276 ft",47.97042847,-122.06983948
"1190","KWALAKES16","Catherine Creek","Lake Stevens","Ambient Weather WS-1001-WiFi (Wireless)","246 ft",48.02659607,-122.06008148
"1191","KWALAKES21","Hills Division 2","Lake Stevens","Ambient Weather WS-1400-IP (Wireless)","217 ft",47.97948456,-122.10865021
"1192","KWALAKES22","4th Place Southeast","Lake Stevens","Netatmo","226 ft",47.99248886,-122.0555191
"1193","KWALAKES27","Crosswater","Lake Stevens","AcuRite Pro Weather Center","371 ft",48.02113342,-122.11210632
"1194","KWALAKES32","Lakeview Crest","Lake Stevens","AcuRite Pro Weather Center","427 ft",48.02101517,-122.08625031
"1195","KWALAKES33","Pasadera Heights","Lake Stevens","AcuRite Pro Weather Center","374 ft",47.97455597,-122.07315826
"1196","KWALAKES34","Lake Stevens","Lake Stevens","Netatmo","0 ft",47.99865341,-122.07281494
"1197","KWALAKES36","Mission Ridge","Lake Stevens","AcuRite Pro Weather Center","413 ft",47.98014832,-122.08003998
"1198","KWALAKES38","Getchell","Lake Stevens","Bloomsky","410 ft",48.08712769,-122.06138611
"1199","KWALAKES4","Getchell Hill","Frontier Airpark","Davis Vantage Pro 2","404 ft",48.0881691,-122.06204987
"1200","KWALAKES40","Lake Stevens SW","Lake Stevens","AcuRite Pro Weather Center","318 ft",47.97924042,-122.11580658
"1201","KWALAKES5","Lake Stevens WA 98258, 1mi south of Frontier Village","Lake Stevens","Oregon Scientific/WMR968","436 ft",47.9861412,-122.10105896
"1202","KWALAKET3","Quiet Water","Lake Tapps","Davis Vantage Pro2 (Wireless)","538 ft",47.2312088,-122.14108276
"1203","KWALAKET7","Lake Tapps","Lake Tapps","AcuRite Pro Weather Center","623 ft",47.19899368,-122.18718719
"1204","KWALAKEW11","Ft Steilacoom Disc Golf Course - Oakbrook","Lakewood","Vantage vue","236 ft",47.18349838,-122.55348969
"1205","KWALAKEW13","central","Lakewood","Davis pro",NA,NA,NA
